Name,Username,Date_Posted,Tweet,Reply_Count,Retweet_Count,Like_Count,Relations
Deb,@debbunt,Jun 3,"Ticket sales for 
@felixstowebook
 have shot up!  Was it  linked with 
@RainbowJules
 splendid interview yesterday on 
@felixstoweradio
? On #WorldBicycleDay why not take the opportunity to buy your ticket!
https://felixstowebookfestival.co.uk/events/slow-puncture-living-well-with-dementia… 
#books #dementia #friendship #cycling 
@PeterBe1130",,6.0,6,friendship
Tania Crosse,@TaniaCrosse,May 31,"While Mabel prepares for her wedding, Persephone faces a heartbreaking dilemma and young Emily is torn between loyalty and duty.
Bk 7 of The Railway Girls #series by 
@MaisieThomas99
 
Another great story of #warmth & #friendship during #WW2 
#5star #Mustread",,64.0,25,friendship
Tania Crosse,@TaniaCrosse,May 30,"Four gripping #sagas by #awardwinning #Author 
#1930s #WW2 #Kent #London #friendship #family #drama #suspense     
'Intense, emotive'
'Searing emotional drama' 
http://amzn.to/31m6Ioi 
http://amzn.to/2kzxcCJ 
http://amzn.to/2LesHLe 
http://amzn.to/2Bjeg0g",,5.0,2,friendship
The Main Channel,@MainChannel_,Jun 4,"'A worthy successor to the first book, 'BELLYACHE' by 
@CrystalMarcos
.'

http://viewbook.at/AmazonHeadache

'5  a wonderful story with lessons for children & adults alike.'

#kidsbooks #adventure #fantasy #friendship #lifelessons #earlylearning #IARTG #Kindle #books #ebooks #audiobooks",,7.0,5,friendship
Positive Vibes,@PositiveVibes4y,17h,"My Best Friend   T-Shirt  
 Available in First Comment 

.
#dog #dogs #sundayvibes
 #SundayMorning #SundayFunday #SundayThoughts #SundayMotivation #friendship",1.0,4.0,5,friendship
Macja Preja,@MacjaPreja,Jun 1,"Bindi is looking forward to relaxing in the catio when the reconstruction work is finished. 

http://PayPal.me/macjapreja
SMS 1919 MUCKE5

#MacjaPreja #AdoptDontShop #ShelterCats #bestfriends #beauty #catlover #animalshelter #CatsofTwittter",1.0,2.0,4,friendship
Moneycontrol,@moneycontrolcom,May 29,"#MCTrends | Zerodha co-founder Nikhil Kamath is worried about the world facing a “friendship recession” with a number of people admitting to lacking close friends.

Read what he said 
https://moneycontrol.com/news/trends/billionaire-zerodha-co-founder-nikhil-kamath-is-worried-about-friendship-recession-10687741.html…
@AnkitaSengupta_
 | #Zerodha #Friendship #SocialMedia",1.0,5.0,14,friendship
WindReachBDA,@WindReachBDA,Jun 2,#Friendship #Friday Connections made between our Participants & our #Therapy #Animals run deep & sincere. This pic of Maisie demonstrating how she appreciates her time during Therapeutic Riding makes our #Heart sing! More about our Therapeutic Riding Pgm: https://bit.ly/3weSnuN,1.0,1.0,1,friendship
ELVIA FLANAGAN,@ELVIAFLANAGAN5,Jun 3,Who needs to argue about the cast when we can all agree on cash rewards?! Join me in using the TEMU app with my invite code <160587368> and let's all get along – for up to $20 in rewards! #TEMUCast #CashMoney #FriendshipGoals ,,,1,friendship
Pathetico Madrid F.C.,@Pathetico_FC_,17h," ACADEMY PLAYER OF THE MONTH.

Who you voting for?  

Vote here: https://strawpoll.com/polls/YVyPmdQx7nN…

#playerofthemonth #squadgoals #halapathetico #academy",,,3,friendship
Jewish Federation of Greater Dallas,@JewishDal,Jun 2,"#JewishDallas walks toward a better tomorrow this weekend with 
@FriendshipCircl
 of #Dallas! Celebrate #inclusion and #friendship for all, and then stay for the #free carnival! Learn more at http://walk4friendshipdallas.com",,,1,friendship
HeadMistResS Jess,@ShakesisterGrim,May 31,"Thankful for true friends like 
@boldnessismyjob
 and 
@AndrewSacks13
 today!!! 

And all my friends who know me, stand with me, help me stay afloat amidst hardship and battles against evil! 

Love you both!!!

#Tuesday #WillPower #Friendship #Honesty #Truth #Justice",1.0,2.0,2,friendship
The Main Channel,@MainChannel_,Jun 4,"'...an entertaining story kids will sink their teeth into!'

http://viewbook.at/AmazonBellyacheBook…

'5- 
@CrystalMarcos
 has written a real winner!'

#childrensbooks #kidsbooks #friendship #forgiveness #bullying #kindness #adventure #magic #fantasy #IARTG #audiobooks #books #ebooks #Kindle",,4.0,1,friendship
Stay@HomeStitchings,@StayHomeStitch,Jun 1,"A few #crochet pocket hugs still in stock. Don’t miss out before they’re all gone again!
https://etsy.com/listing/1407723034/crochet-pocket-hug-pocket-heart-pocket…

#stayathomestitchings #pockethug #spreadkindness #suicideprevention #friendship #pocketheart #friend #keepsake #smallbusiness #yarn #handmade #etsy #etsyshop #gift",2.0,,2,friendship
Robin Densmore Fuson,@RobinLFuson,May 29,"The store cat, Purrfect, helps uncover the mystery in the #contemporaryromance #bestfriends fall in love
A SPARKLE OF SILVER 
https://amazon.com/dp/B07BD2Q7SP/ref…",,2.0,,friendship
"G. E. Kawika Allen, PhD",@drkawikaallen,Jun 2,Friendship and Mental Health #mentalhealth #friendship #humanconnection,,,,friendship
WiseLivn Media,@wiselivn,Jun 3,"True friendships are built on trust and mutual respect.  But what happens when red flags pop up? Don't ignore them!  Find out 8 friendship red flags you shouldn't ignore, and learn how to navigate these tricky situations.  

Read More:
https://bit.ly/3oOXCS3

#friendship",,2.0,4,friendship
Laura Crisp,@lcrisp23,Jun 3,Who’s this that I get to meet for dinner while I’m in Wisconsin for a baseball tournament? Tom Sisk and his lovely bride Karin!! What a great time spending time with them to catching up! Thanks for meeting me on a Friday night!! #usccemp #friendship #frie…,,,,friendship
Graeme Hall,@GraemeDogfather,Jun 4,"Get your paws  on a copy  of 
@thetimes
 @timesculture
 today to read my latest column  

How to make your cat  and dog  the best of furry friends.

Get it on line  https://thetimes.co.uk/article/how-to-make-your-cat-and-dog-the-best-of-furry-friends-l9j82pn36…

#dogs #cats #bestfriends #TheSundayTimes",2.0,1.0,20,friendship
KC Sprayberry,@kcsowriter,Jun 1," Leila and Dylan work hard to keep Brylee's spirits high. #Friendship It doesn't help that Brylee's parents are stealing money from her. #SeekingAnswers 
@Solsticepublish
 https://amazon.com/dp/B0B5NKH765/",,10.0,10,friendship
Raj Gathe,@RajGathe01,Jun 4,"Hellow Friends, #rajgathe #tajmahal #agracitytaj #friendship #comedy 
My New Shorts Video Upload Share Your Muthal Friends .
INSTAGRAM :- https://instagram.com/reel/CtDS7rco1yB/?igshid=MmJiY2I4NDBkZg==…
YOUTUBE CHANNEL :- https://youtube.com/shorts/5KBPV4lznBg?feature=share…
FACEBOOK PAGE :- https://fb.watch/kXKN9vPj_b/",,,1,friendship
ZEE5 Global,@ZEE5Global,Jun 3,"Life is meant for good friends and great adventures. Tag your Snehitudu in the comments below!

https://bit.ly/ZEE5_COM_TW
@AlwaysRamCharan
  @tarak9999
  
#ZEE5Global #GlobalDesi #RRR #FriendshipGoals #AToZEE5 #Snehitudu",,2.0,5,friendship
Elite Lizzard Publishing Company,@Elitelizzard,Jun 3,"Great #kidsbooks change lives and #educate young minds! The Play Date is a great example of this. Out now and available #worldwide, a story of #friendship and the importance of looking beyond physical disabilities. A great #Canadian made #book!

https://amazon.com/Play-Date-Liza-David-ebook/dp/B0B3249MXF/ref=sr_1_1?crid=1NWHIX4WP9P6U&keywords=the+play+date+liza+david&qid=1685291762&sprefix=the+play+date+liza+david%2Caps%2C155&sr=8-1…",,2.0,1,friendship
Catholic Church SG,@CatholicsSg,May 31,"If we desire to deepen our #relationship with our friends, perhaps we can look to the #friendship between Our Lady and Elizabeth – one that is sensitive to the needs of the other. https://bit.ly/43rbOQB",,2.0,9,friendship
{TA§HA},@shoptilludrop39,Jun 3,"Sending you all love and hugs
Hope your having a great weekend
#weekendvibes #love #friendship",1.0,1.0,4,friendship
Soul from Africa,@Wetpups,May 31,"Commit to her forever, with this 1.56 ct I VVS2 diamond

http://tinyurl.com/2grfubeh

#forevermine #foreverlove #bestfriends

http://meyeronline.co.za/diamondsforsale",,1.0,2,friendship
Lieve Snellings,@SnellingsLieve,May 30,"Margot's friends try their best to help her when she needs to go into hibernation. But it takes a chat to make her feel safe and fall asleep. A sweet story about #friendship, #caring, & #acceptance
US: http://amazon.com/dp/B07Z1GW63V 
UK: http://amazon.co.uk/dp/B07Z1GW63V
#childrensbooks #kidlit",,4.0,6,friendship
bridget straub,@bridgetstraub,Jun 1,"When everything falls apart, what matters is how you get back up again! #Friendship #Sibblings #Love Marriage, Malibu & Coffee",,1.0,,friendship
Cha0s Jester,@the_real_cha0s,Jun 2,"Is this thing on? 
@KillaKawauso
 and chat bullied me to do it, so here I am  Ngl though, so amazed at her community and the friendships being made! #VtuberCommunity #VtuberSupport #friendship #newtotwitter #notscaredyet",3.0,2.0,6,friendship
Ibrahim Khan,@khan_iakhan08,Jun 2," #BookoftheDay 
@nypl
 Small Joys by Elvin James Mensah: “poignant chronicle of intense friendship between two men”  #book #debut #friendship #love #BookReview #BookRecommendation",,,1,friendship
Ella/Henriette Gyland,@henrigyland,May 30,"5""Fantastic book, if you love women during #WW2 and intrigue!"" - Leonie on Amazon UK
#TheHelsingørSewingClub is set in #Denmark  & available in ebook, audio & paperback 
@RNAtweets
 #tuesnews #friendship #courage #justice

http://mybook.to/THSC
http://tinyurl.com/SYKLUB",,46.0,19,friendship
Savannah Like In Georgia,@SavannahUlmer,May 31,"I might have just wordsploded at 
@TaylorMich
 about my rare pair shipper feelings because I have fallen down a Bridgerton fic rabbit hole and this was basically her reaction. #friendship",2.0,,1,friendship
BCS Leawood Kansas,@BCSKansas,Jun 2,"""It Made Work 100 Times Better"": 3 Ways New Graduates Can Find Office Friendships, and 1 Mistake to Avoid https://rb.gy/pmf8o (By Rebecca Picciotto) #BCSKansas #newgrads #careeradvice #coworkers #friendship",,,,friendship
The Main Channel,@MainChannel_,Jun 3,"'A worthy successor to the first book, 'BELLYACHE' by 
@CrystalMarcos
.'

http://viewbook.at/AmazonHeadache

'5  a wonderful story with lessons for children & adults alike.'

#kidsbooks #adventure #fantasy #friendship #lifelessons #earlylearning #IARTG #Kindle #books #ebooks #audiobooks",,3.0,,friendship
Portobello Express,@Portob_Express,Jun 2,"Our little EP for a great songwriter, musician and wonderful person by a fantastic band!!
#friendship ",,4.0,15,friendship
The Main Channel,@MainChannel_,Jun 4,"'...a wonderful book (by 
@CrystalMarcos
) that will entertain, amuse, and teach valuable lessons about friendship & overcoming one's fears.'

http://viewbook.at/AmazonHeadache

#kidsbooks #adventure #fantasy #friendship #lifelessons #earlylearning #IARTG #Kindle 
#books #ebooks #audiobooks",,,,friendship
Commander Vikram W Karve,@w_karve,May 31,"#JustSaying 
In some cases - virtual relationships give you more happiness than real life relationships

________________
#SocialMedia #Virtual #Online #friendship #relationships #love #romance #dating #happiness #life #twitter #facebook #instagram #linkedin #friends #influencer",6.0,,18,friendship
Christopher Lentz,@AuthorLentz,Jun 1," #marilynmonroe would be almost 100 today. Just imagine! Her story will never end. Do you agree?
Discover more at https://amazon.com/dp/0996293620/ #Hollywood #blonde #writersoftwitter #writerslift  #authorlife #summertime #friendship 
@delcoronado",,,1,friendship
KC Sprayberry,@kcsowriter,Jun 3,"  Brylee ignores threats. #Bullying She feels she's safe and doesn't believe anyone will hurt her. #Friendship 
@SolsticePublish
 https://amazon.com/dp/B0B5NKH765/",,9.0,6,friendship
S C,@MissTiggins,Jun 4,We have had so much fun all day! Hope others can join us tomorrow on eu servers in Swept Away. Wear pink! #squadgoals,,,3,friendship
Sanctuary Runners Ireland,@SanctuaryRunner,May 30,"Whoop! extra time to sign up to run with Sanctuary Runners!
Click the link in the tweet below and choose Sanctuary Runners 10K OR choose Sanctuary Runners as your club.
 Meet us at the expo to collect your and show #solidarity #friendship #Respect to refugees.
#RunAsOne",,5.0,12,friendship
Phoenix The Bard,@PhoenixTheBard,Jun 4,Path To Partner! | Update Time! Where Have I Been and What Are We Doing In The Future! https://twitch.tv/phoenix_the_bard… #streaming #streamer #tea #friendship #teaparty,,,,friendship
rowena scotney,@RowenaScotney,May 31,"Hi, we have an in-person meditation art session this Sat, 3rd June 2-4pm in Heamoor, Penzance 

With painting, friendship, poetry, Yoko Ono's 'instruction paintings' & more! ￼

Please see Meetup for more details - https://meetup.com/meditation-art-joygrace/events/dppfxsyfcjbfb/…… #penzance #art #workshop #friendship",,,1,friendship
Soul from Africa,@Wetpups,May 30,"Commit to her forever, with this 1.56 ct I VVS2 diamond

http://tinyurl.com/2grfubeh

#forevermine #foreverlove #bestfriends

http://meyeronline.co.za/diamondsforsale",,,2,friendship
Brett,@brettsky112,Jun 2,https://medium.com/@brett321/fight-b1e96f16d974… I wrote this poem awhile ago.  It’s about a sensitive topic that might be triggering.  I wrote this for someone.  #poetry #literature #friendship #love #healing,3.0,1.0,4,friendship
PreconceivedPodcast,@preconceived_p,May 30," New Podcast! ""199. The Art of Conversation"" on 
@Spreaker
 #coldapproach #communication #conversation #friendship #publicspeaking #relationships #smalltalk",,1.0,2,friendship
Christopher Lentz,@AuthorLentz,Jun 1,"DREAM CAME TRUE. Wrote a book. Need some one else to be as excited about it as I am. Discover it at  https://amazon.com/dp/0996293620/ #author #AuthorsOfTwitter #writersoftwitter #writers #MarilynMonroe #Hollywood 
@delcoronado
 #HistoricalFiction #friendship #SanDiego",1.0,,1,friendship
P.C. Zick,@PCZick,May 30,"Claim your rightful destiny with THE GRATEFUL FATES - a story about friendship and daring adventure. #Revenge #BestFriends #readingforpleasure https://bit.ly/3YJuI20 
@PCZick
 @AmazonKindle",,,,friendship
PCT_is_love,@Pctlove016,Jun 4,"And their harvad journey comes to an end our rizbar always together MashaAllah
@babarazam258
 @iMRizwanPak
 
#BabarAzam𓃵 #BabarAzam #Rizwan #MuhammadRizwan #Rizbar #rizbar #FRIENDS4EVER #friendship #friends",,,5,friendship
The Main Channel,@MainChannel_,Jun 3,"'...an entertaining story kids will sink their teeth into!'

http://viewbook.at/AmazonBellyacheBook…

'5- 
@CrystalMarcos
 has written a real winner!'

#childrensbooks #kidsbooks #friendship #forgiveness #bullying #kindness #adventure #magic #fantasy #IARTG #audiobooks #books #ebooks #Kindle",,2.0,,friendship
Michelle Williams,@YrTimeToShine,May 31,NEW BLOG: Check it out for expert tips and proven strategies that will elevate your social capital game.  https://yourtimetoshine.life/the-power-of-friendship-building-social-capital-for-success-part-3/… #Friendship #WritingCommunity #writerscommunity #blogger #blogging #blog #writersoftwitter #writerslife #writerslift,,6.0,3,friendship
Tangela Parker,@TangieParker,May 31,My inner  is top tier! The support they are providing will never be forgotten! #friendship,,,3,friendship
Independent News Pakistan,@inppakistan,Jun 4,"It is hoped that Pakistani young students can be the inheritors of China-Pakistan friendship, the enhancers of the development of China and Pakistan,

 #inp #independentnewspakistan 
 #pakchina
 #MAF_China
#China #friendship #PAKISATAN 

 Click on  link",,,,friendship
Sanctuary Runners Ireland,@SanctuaryRunner,May 29,"When the King of Cork has your back you know you're onto a good thing! RUN WITH US in Cork on Sunday and show #Solidarity #Friendship and #Respect with all in our community - including asylum seekers & refugees!

BE SOUND! 
@corkcitycouncil
 @irishexaminer",,14.0,58,friendship
Jrawing_Artz,@STARDOMSPARK,Jun 4,"Kinda been going through an art block.
Maybe my mind just needs some rest to refill on ideas

While I'm working this out...
Have this picture of Lumorria and Darex sharing their dynamic to you.
#friendship #duo #series #era #comics #goofy #art #sketches #rest",2.0,5.0,12,friendship
Raj Gathe,@RajGathe01,Jun 1,"Hellow Viewers, #rajgathe #sikandrabad #girlfriends #bestfriends #agracity 
My New Shorts Video Upload Share Your Gandmare Friends .
INSTAGRAM :- https://instagram.com/reel/Cs71JWKIvWg/?igshid=MmJiY2I4NDBkZg==…
YOUTUBE CHANNEL :- https://youtube.com/shorts/H2XkQVqz6Us?feature=share…
FACEBOOK PAGE :- https://fb.watch/kTTF4n1PcS/",,,1,friendship
Girls Buzz India,@GirlsBuzzIndia,Jun 3,"It's okay if you have a small friend circle! After all, it's your own happiness that matters. Read more at: https://girls.buzz/blogs/why-its-ok-to-not-have-a-lot-of-friends/…

#girlsbuzzindia #friends #friendship #selflove",,,,friendship
Inspired by Faith (Pete),@InspiredFaith88,Jun 1,"Long overdue catch-up and coffee with a friend and one of my greatest encouragers today...I'm a self confessed, card carrying introvert and I often forget how much I need the presence of others in my life
#community #friendship #ENCOURAGEMENT #Coffee #Costa #introvert",,,2,friendship
Amsterdam Publishers,@AmsterdamPB,Jun 3,"Zofia and Aanya met when they were only a few years of age. Decades later, their friendship is still as strong as ever – and not even the terror of war could tear it apart.

http://ed.gr/d2dol

#Friendship",,,1,friendship
KC Sprayberry,@kcsowriter,May 30," What does her future hold? Will Brylee have the chance to have fun? #Friendship Will her friends, Dylan and Leila assist her in achieving her goals? #ComingOfAge 
@SolsticePublish
 https://amazon.com/dp/B0B5NKH765/",,3.0,4,friendship
The Main Channel,@MainChannel_,Jun 2,"'...a wonderful book (by 
@CrystalMarcos
) that will entertain, amuse, and teach valuable lessons about friendship & overcoming one's fears.'

http://viewbook.at/AmazonHeadache

#kidsbooks #adventure #fantasy #friendship #lifelessons #earlylearning #IARTG #Kindle 
#books #ebooks #audiobooks",,2.0,,friendship
Phoenix The Bard,@PhoenixTheBard,Jun 2,Path To Partner! | Timefall SMP | Im Back! Testing To Make Sure Everything Is Working! |Lets Get A Storage System? Cant Be Hard Right? https://twitch.tv/phoenix_the_bard… #streaming #streamer #tea #friendship #teaparty,,,1,friendship
Lucida Lucid Tarot,@TwinFlameRx,May 31,Happy Wednesday!  Need a reading? Lucida(twinflamerx) I'm available! #Psychic #Tarot Ask me about anything #Love #SoulMates #TwinFlames #family #friendship #career #romance #union #mission #lifepath #ascending #tarotreading https://psychic.bitwine.com/a/399034a #bitwine,,1.0,1,friendship
Squil Gallery,@Squilly4444,May 31,"Signature ‘Best Buds’ design by 
@Kissmyassh_tray
 in violet

Purchase herehttp://squilglass.shop/product-page/bestbuds002…

#bestfriends #resin #ashtray #kissmyasshtray #STONER #StonerFam #WeedLovers #WeedLife #Weedmob #Weedsmokers",,1.0,3,friendship
Amendo,@ThisIsAmendo,Jun 3,"Most people these days try to stay in touch with their old friends only through social media. But if you’re craving a fuller #friendship, these tips are for you!",,,,friendship
Maddie Please Author,@MaddiePlease1,Jun 4,"""I loved this book and was so disappointed when it ended. A really good story. Full of real emotion. Loved the ending & every thing in between"" 5#Italianlakes
#friendship #fun 
@BoldwoodBooks
 
http://mybook.to/VintageVacationMP…",,,1,friendship
The Main Channel,@MainChannel_,Jun 3,"'A Sweet Read for a Storytellers Shelf 
(by 
@CrystalMarcos
)'

http://viewbook.at/AmazonHeadache

'5 ....a wonderful story with lessons for children and adults alike.'

#kidsbooks #adventure #fantasy #friendship #lifelessons #earlylearning #IARTG #Kindle #books #ebooks #audiobooks",,2.0,2,friendship
The Main Channel,@MainChannel_,Jun 2,"'...an entertaining story kids will sink their teeth into!'

http://viewbook.at/AmazonBellyacheBook…

'5- 
@CrystalMarcos
 has written a real winner!'

#childrensbooks #kidsbooks #friendship #forgiveness #bullying #kindness #adventure #magic #fantasy #IARTG #audiobooks #books #ebooks #Kindle",,2.0,,friendship
Sunflower Wellness,@sunflowerlab_,Jun 1,"Cannabis is like a friend who is always there to relax you and brighten your day - say hello to your green best friend! 

#CannabisFriend #WeedLovers #Friendship",,,13,friendship
꧁༺Strange-Soul༻꧂,@Strangs0ul,Jun 1,"#zombies #apocalypse #horror #friendship #futuristic #romance #drama #realistic-world
""They are showing Sir,""
""Who.”
""The deceased Sir - the dead are approaching,""

 
@eBookLingo
 https://ebooklingo.com/book/524/strange-aftermath…",,,1,friendship
Stephanie Wood CHRISTMAS ON THE CLOSE,@TheCloseSeries,May 29,"Lorraine is ready to make some big changes when Ray announces his #retirement but will her #CountdowntoChristmas be as successful as she hopes?

#Christmas #booklovers #festivefiction
#bookclub #bestfriends #holidayseason

http://amzn.to/2c6yQpN",,,2,friendship
The Main Channel,@MainChannel_,Jun 2,"'5 Summer of ‘82 by 
@AllenMadding
 is a beautifully nostalgic story which captures the time & the place with incredible detail.'

https://amazon.com/Summer-82-Coming-Forgotten-South/dp/0578327236/ref=sr_1_1?crid=20FE6PI7X105L&keywords=allen+madding&qid=1651952271&sprefix=allen+madd%2Caps%2C130&sr=8-1…

#love #friendship #eighties #theeighties #nostalgia #comingofage #booktwt #Kindle #books #ebooks",,3.0,1,friendship
Jill Hannah Anderson,@JillHannahA,May 31,"Today's book blog features an #authorinterview with 
@dcarbs727author
 and info about her #NewRelease (out 6/6!) Add this #WomensFiction #friendship book to your #TBR list! #booklovers #authorlife #WritingCommunity https://sharingyourbook.blogspot.com/2023/05/all-that-is-sacred-by-author-donna.html…",,1.0,1,friendship
Rich Paschall,@rjpaschall,Jun 4,"A LOVE TOO LATE https://teepee12.com/2023/06/04/a-love-too-late/… via 
@fivedawgz
  Sometimes you confess too late. An #LGBT short story. Click the link below. #Fiction #friendship",,,,friendship
"Tanya Feke, MD",@tanyafeke,Jun 3,"There is a huge difference between being alone and being lonely. Being alone is a physical state and being lonely is an emotional one. When you connect with other people, you change your world. #livebetter #connect #friendship https://bit.ly/3Hq5kZ8",,,1,friendship
ASHTON IRWIN UPDATES!,@ashtonupdating,May 31,"Best Friends has surpassed 6M Spotify streams with a total of 6,180,231 congratulations 
@5SOS
 #5SOS5  #BestFriends",,5.0,,friendship
Twinkl Home Educators,@TwinklHomeEd,Jun 1,"Twinkl Originals are celebrating the launch of their new eBook ‘How to Catch the Sun’ with a giveaway! Head over to their page to enter here  https://twinkl.co.uk/l/1juvhz
#MayaCivilisation #TimeTravel #SouthAmerica #Guatemala #Rainforest #Archaeology #Adventure #Friendship",,,1,friendship
indrid cold,@nerdz0ne,May 29,"""LPT 2 everyone"" Choose your friends wisely as they shape your expectations and future. Real friends motivate, inspire, and challenge you to become the best version of yourself. #friendship #motivation #growth",,,,friendship
The Lucky Ones,@LuckyOnesTV,Jun 1,Alyssa learned to love herself more fully through Alexis’ unwavering compassion and support. Share your loved one’s story at http://LuckyOnesTV.com. #LuckyOnesTV #celebratelife #lovedandlost #griefjourney #friends #friendsforever,,,,friendship
Uvi Poznansky Author,@UviPoznansky,Jun 2,"Via ""
@JanRomes
Book II Wine and Sweat Pants
SIPPING SANGRIA
https://amazon.com/Sipping-Sangria-Wine-Sweat-Pants-ebook/dp/B01JO2MU8O/… …
#womensfiction warm #friendship",,3.0,1,friendship
Lbs,@lovebeing_suzy,May 28,"Three slides of gorgeousness and beauriful friendship 
@thealbinoebubu
 and 
@thejaypee_
 
I stan just nice things plix 
 
#Jaypee #ebubu #friendship",5.0,13.0,225.0,friendship
ℂ𝕠𝕣𝕟𝕚𝕤𝕙𝕂𝕠𝕡𝕚𝕥𝕖𝕁𝟜𝕋𝟡𝟟,@ShaneMeneer,May 29,"Should of been the greatest night of our and Juventus lives but it turned into a nightmare.

Let’s all remain the 32 Italians,4 Belgians,2 French and 1 Northern Irish.

Football did not matter that night.

RIP THE 39  
#Heysel #Juventus #Liverpool #YNWA #friendship",4.0,19.0,163.0,friendship
Macja Preja,@MacjaPreja,May 28,"Gloria is having a chilled out Sunday. 
#MacjaPreja #AdoptDontShop #CatsofTwittter #catlover #ShelterCats #bestfriends #beauty",1.0,3.0,17.0,friendship
brittney,@barchielover13,May 28,Toni and Betty a gift of a friend #riverdale #betty #toni #friendship,2.0,1.0,8.0,friendship
𝓚𝓻𝔂𝓼𝓽𝓪𝓵,@p_ea_ce_,May 28,"Mention that one online friend
#BestFriends #OnlineFriends #yaara",5.0,2.0,9.0,friendship
NIKKI IRISH: IN HOUSTON NOW (Visiting NYC 6/19-23),@Nikki_Irish,May 30,My Memorial Day. #bestfriends #park #dogs #beer,8.0,4.0,91.0,friendship
Macja Preja,@MacjaPreja,May 28,"Beautiful Premy would like to wish you all a lovely evening. 
#MacjaPreja #AdoptDontShop #CatsofTwittter #catlover #ShelterCats #bestfriends #BlackCat",3.0,3.0,19.0,friendship
Jen,@cryptog8rl,May 27,"One of the best parts of 
@veecon
 is spending time with really awesome friends I made last year  Love these guys so much!  
@BevdB
 @TanyaLPrince11
 @Dolceboi99
 @veefriends
 @garyvee
 #squadgoals #jcrew",5.0,5.0,34.0,friendship
Angie,@pherasendiri,May 29,"As for me, I was a bit unlucky and didn't meet any good love, but fortunately, friendship has been taking care of me, thank you, my good sister #Friendship #Sister #Beauty #Woman #Sexy #like #Morning #stroll #Park #Enjoy #Free #Hapiness",1.0,2.0,20.0,friendship
Your Kind Sweet Angel Official,@SolLevano,May 29,"Huggy Hug's Angel

#yourkindsweetangel #AngelOc #huggywuggy #BabieOc #PoppyPlaytimefanart #PoppyPlaytime #fanart #ArtDigital #ibisPaintX #friendship",,,6.0,friendship
AKAQuietStorm88,@ksb1908,May 29,Happy Happy Birthday my beautiful friend of 26 years. I wish u many continued blessings.  #Potd #bhfyp #HappyBirthday #birthdaygirl #celebrate #smile #friends #celebrate #Phoebedawson #birthday #alfonsodawson #friendship,12.0,3.0,82.0,friendship
Yorkshire Club,@YorkshireClub19,May 28,"Who else gets this excited to see their #bestfriends
#yorkshireterrier #yorkielife #yorkielove",1.0,4.0,22.0,friendship
Esther_YuShuXin.Global,@YuShuXin_Global,May 27,"Update from others || 2023.05.27

Tiffgotit Xiaohongshu update

#来自星星的穿搭
#香港 #HongKong #fishing
#BestFriends #Besties #闺蜜
#YuShuxin #EstherYu #虞书欣 #우서흔 #ユー・シューシン #NguThưHân #อวี๋ซูซิน 
#Cpop #ChineseActress",,16.0,68.0,friendship
Jamie,@mrsmirg,May 29,An afternoon in NE Ohio with one of my favorite humans  #friendship #SundayFunday,1.0,,2.0,friendship
susan nefzger,@snefzgerpr,May 29,"Beach Beautiful Day! 
#bestfriends #amwriting",2.0,,3.0,friendship
PotatoFoxy,@ThePotatoFoxxo,May 28,"I made 
@Mass_Legion_
 vanish with a spell. #furry #furryfandom #friendship #nostalgia #vrchatfurry",6.0,5.0,88.0,friendship
Everyday,@Everydayfumetto,May 28," Looking for Snow Song - 4

#fumetto #fumettista #strisciacomica #fumettoindipendente #compiti #scuola #gag #arte #comics #comicstrip #friends #friendship

Sorry for my bad english",1.0,3.0,15.0,friendship
"Mae loves snc, kat, & stas",@katsxplrx,May 29,"#stasandkatrina: you’re my best friend, i love you forever 

#bestfriends #stnk",4.0,7.0,15.0,friendship
Macja Preja,@MacjaPreja,May 29,"Senior gentleman Alex is enjoyed this sunny day and is doing well with his fosters. 
#MacjaPreja #AdoptDontShop #ShelterCats #bestfriends #beauty #catlover #animalshelter #CatsofTwittter #SeniorCat #OldieGoldie",2.0,4.0,23.0,friendship
Gale Riding,@RidingGale,May 28,Mylo Finds A Friend #childrensbook  #friendship #kindness #authors #poets #writers.   Read and see how being #different didn't stop Mylo from finding a #friend,,4.0,8.0,friendship
Dream,@Dreamer_Avax,May 29,"You guys look better with a hat 

$Spore 
@sporeproject
 #Avax #bnb #friendship #BSCGEM",4.0,10.0,20.0,friendship
dont @ me,@_Skatepunkzz_,May 28,"the #mongarmy is taking over Twitter! 

 Just went on a $MONG follow binge, #MONGMOB suite up!   

#SQUADGOALS

Snapshot at 4am PST tmrw (monday)!

Get your affairs in order #MONGFAM,
next stop, the citadel >>>> 

#SQUADGOALS
@mong_coin
 
@mongs_nft",2.0,8.0,21.0,friendship
mustLearnMore,@mustLearnMore,May 28,"""Not what we have but what we enjoy constitutes our abundance.""
— Epicurus
#stoicism #courage #tenacity #resilience #strength #love #family #friendship #gratitude #wisdom #discipline #philosophy #Christianity #happiness #health #mindfulness #mentalhealth #psychology",,,4.0,friendship
Nandana Sen,@nandanadevsen,May 29,"Such fun to celebrate the birthday of marvelous 
@PeterBazalgette
 in #Tuscany w/ #friends who traveled across the world for the extended fiesta—filled w/ sunshine, wine, music, dancing, laughter & love

#weekendfun #longweekend #HappyWeekend #holidayweekend #friendship",5.0,3.0,52.0,friendship
